字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
2月10日主力资金流向日报,http://stock.eastmoney.com/a/202302102633454047.html,2023-02-10 16:32:44 - ,创业板指下跌0.96%，沪深300指数下跌0.59%。可交易A股中，上涨的有2190只，占比43.15%，下跌的2643只。 资金面上，今日主力资金全天净流出314.19亿元。其中，创业板主力资金净流出67.55亿元；科创板主力资金净流出1.52亿元；沪深300成份股主力资金净流出92,沪深300,http://stock.eastmoney.com/a/202302102633454047.html,http://stock.eastmoney.com/a/202302102633454047.html,
百姓要拿出三分之一存款买房？专家建议炸了 房地产指数已大涨20%,http://finance.eastmoney.com/a/202301112611090628.html,2023-01-12 00:16:54 - ,有13只地产主题基金涨幅超过6%，其中，中银金融地产涨幅最高，近三个月回报率为10.11%，广发美国房地产A美元、华夏上证金融地产ETF、国投瑞银沪深300金融地产ETF和嘉实中证金融地产ETF同期回报率也超过9%。 对于今年的房地产投资机会，不少机构直言“乐观一点”。 中信证券在1月10日研报中指出,沪深300,http://finance.eastmoney.com/a/202301112611090628.html,http://finance.eastmoney.com/a/202301112611090628.html,
2月10日上证指数收盘下跌0.3% 创业板指下跌0.96% 北上资金当日净流出33.74亿元,http://finance.eastmoney.com/a/202302102633421735.html,2023-02-10 15:06:16 - ,报收11976.85点，成交额5511.26亿元；创业板指收盘下跌24.57点，跌幅为0.96%，报收2545.16点，成交额2173.92亿元；沪深300收盘下跌24.55点，跌幅为0.59%，报收4106.31点，成交额1953.48亿元。北上资金当日净流出33.74亿元。 涨幅前五的行业分别是旅游酒店2,沪深300,http://finance.eastmoney.com/a/202302102633421735.html,http://finance.eastmoney.com/a/202302102633421735.html,
央行再发话！房地产新年连迎政策利好 这些股票一字涨停,http://finance.eastmoney.com/a/202301112610726164.html,2023-01-11 12:57:04 - ,经过昨日短暂调整之后，今日A股继续小幅上攻，上证指数再创新年以来新高，沪深300走出近年少见的8连涨，上证50、深证成指则创3个月来新高。盘面上，煤炭、房地产、保险、银行等板块涨幅居前，供销社、旅游、酒店餐饮、地摊经济等板块跌幅居前。北上资金净流入34.9亿元。 今日，周黑鸭盘中一度暴跌26%至4,沪深300,http://finance.eastmoney.com/a/202301112610726164.html,http://finance.eastmoney.com/a/202301112610726164.html,
证券业迎1月“开门红” 新客、代销、股基最新数据调研 行业预计：今年财富业务有望大幅增长,http://finance.eastmoney.com/a/202302102633697652.html,2023-02-10 20:34:38 - ,今年1月份，各大指数纷纷上扬，成交活跃度大幅提升，沪港通北向资金持续流入。截止1月31日，1月份创业板指涨5.75%，深证成指涨4.81%，沪深300涨3.58%。A股迎兔年开门红，连续两个交易日成交额突破万亿。 今年1月份，A股仅有16个交易日，少于上年同期19个交易日。虽然交易日不多,沪深300,http://finance.eastmoney.com/a/202302102633697652.html,http://finance.eastmoney.com/a/202302102633697652.html,
四大期指10日午盘均下跌 IC、IM跌超1%,http://finance.eastmoney.com/a/202302102633258544.html,2023-02-10 12:20:02 - ,2月10日，四大期指午盘均下跌。文华财经数据显示，截至11:30，沪深300期指主力合约IF2302报4099.0点，跌0.85%；上证50期指主力合约IH2302报2746.6点，跌0.67%；中证500期指主力合约IC2302报6289.8点，跌1.10%；中证1000期指主力合约IM2302报6926,沪深300,http://finance.eastmoney.com/a/202302102633258544.html,http://finance.eastmoney.com/a/202302102633258544.html,
2022年ETF榜单出炉：豆粕期货ETF成“业绩王” 规模洗牌 沪深300ETF以775亿登顶榜首 中证500ETF反超上证50ETF排第二,http://finance.eastmoney.com/a/202212312602547427.html,2022-12-31 17:41:21 - ,最少亏超17%。 对比2021年末，华泰柏瑞沪深300ETF新进为全市场规模最大的非货ETF，截至2022年12月底规模为775.04亿元，较去年末的568.86亿元增长了36.21%。 早在11月初，华泰柏瑞沪深300ETF已超越华夏上证50ETF，成为全市场规模最大的ETF,沪深300,http://finance.eastmoney.com/a/202212312602547427.html,http://finance.eastmoney.com/a/202212312602547427.html,沪深300
买买买！谁是2023年资金“首宠”ETF？,http://finance.eastmoney.com/a/202301092608752480.html,2023-01-10 00:11:32 - ,易方达沪深300非银ETF的基金份额增势尤为显著。截至1月6日，基金总份额超过97亿份，创历史新高。近期增幅也颇为显著，2022年12月30日，份额较前一日增加6.99%，2023年1月4日增幅也超3.5%。从近期市场表现来看，这部分提前入场资金也获得了较好的行情，数据显示，沪深300非银指数自2022年10月底以来增幅超20%,沪深300,http://finance.eastmoney.com/a/202301092608752480.html,http://finance.eastmoney.com/a/202301092608752480.html,
10天5板 热门消费股火了 主力7亿元大手笔抢筹！这个行业获大资金关注,http://finance.eastmoney.com/a/202301102609847967.html,2023-01-10 19:33:52 - ,今日仅6个行业获主力资金净流入，7股尾盘净流入资金超5000万元。 今日沪深两市主力资金净流出93.3亿元，其中创业板净流出7.4亿元，沪深300成份股净流出2.76亿元。 申万一级行业中，涨幅居前的行业为汽车、商贸零售和美容护理；跌幅居前的为非银金融、石油石化、银行行业。 资金流向上,沪深300,http://finance.eastmoney.com/a/202301102609847967.html,http://finance.eastmoney.com/a/202301102609847967.html,
数据复盘｜21股获主力加仓超亿元 龙虎榜机构抢筹新华医疗等,http://stock.eastmoney.com/a/202302102633562730.html,2023-02-10 18:09:02 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流出321.71亿元。其中，创业板主力资金净流出76.46亿元，沪深300成分股主力资金净流出91.84亿元，科创板主力资金净流出76.46亿元。 从行业板块来看，申万所属的31个一级行业，今日仅有公用事业、社会服务、农林牧渔3个行业板块主力资金呈现净流入,沪深300,http://stock.eastmoney.com/a/202302102633562730.html,http://stock.eastmoney.com/a/202302102633562730.html,
头部券商被指十大预测九个错 拿什么拯救这些不准预测？,http://finance.eastmoney.com/a/202301112610771226.html,2023-01-11 13:54:52 - ,A股权益类公募基金年度收益中位数可能会明显高于2021年。 数据显示，在剔除2022年新成立基金后，2022年全年权益类基金平均收益率为-16.9%，整体表现跑赢沪深300指数、深证成指、创业板指等。 展望二：港股“均值回归”。2022年海外科技监管趋势仍值得关注，但中国科技监管政策出台高峰渐过，港股新老经济估值低、卖空交易占比较高>,沪深300,http://finance.eastmoney.com/a/202301112610771226.html,http://finance.eastmoney.com/a/202301112610771226.html,
2月10日上证指数早盘下跌0.6%，创业板指下跌1.13%,http://stock.eastmoney.com/a/202302102633246666.html,2023-02-10 11:33:27 - ,报收11948.29点，成交额3661.35亿元；创业板指下跌29.03点，跌幅为1.13%，报收2540.7点，成交额1479.68亿元；沪深300下跌29.6点，跌幅为0.72%，报收4101.26点，成交额1243.59亿元。 涨幅前五的行业分别是旅游酒店1.72%、包装材料1,沪深300,http://stock.eastmoney.com/a/202302102633246666.html,http://stock.eastmoney.com/a/202302102633246666.html,
四大期指开盘表现分化 中证1000期指高开,http://finance.eastmoney.com/a/202302102633176041.html,2023-02-10 10:15:55 - ,2月10日早盘，四大期指开盘表现分化。文华财经数据显示，截至9:30，沪深300期指主力合约IF2302报4125.6点，跌0.21%；上证50期指主力合约IH2302报2758.2点，跌0.25%；中证500期指主力合约IC2302报6352.0点，跌0.12%；中证1000期指主力合约IM2302报7009,沪深300,http://finance.eastmoney.com/a/202302102633176041.html,http://finance.eastmoney.com/a/202302102633176041.html,
2月10日A股三大指数小幅低开 上证指数跌0.12% 创业板指跌0.1%,http://stock.eastmoney.com/a/202302102633356080.html,2023-02-10 09:28:59 - ,上证指数开盘跌3.94点，跌幅为0.12%，报3266.44点；深证成指开盘下跌16.55点，跌幅为0.14%，报12031.72点；创业板指开盘下跌2.64点，跌幅为0.1%，报2567.09点；沪深300开盘下跌6.76点，跌幅为0.16%，报4124.1点。 （文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302102633356080.html,http://stock.eastmoney.com/a/202302102633356080.html,
高盛唱多中国资产：预计MSCI中国指数将上涨15% 人民币将升至6.5,http://hk.eastmoney.com/a/202301092608469152.html,2023-01-09 15:02:48 - ,将今年迄今的涨幅扩大至了近2%。 值得一提的是，高盛过去几个月就一直颇为看好中国股市。在去年11月的一份报告中，高盛就曾预计未来一年沪深300指数回报率将高达16%。 在最新报告中，高盛还预计，随着中国重新开放、宏观经济迎来复苏以及互联网监管正常化，中国互联网行业的盈利状况存在进一步上升的空间,沪深300,http://hk.eastmoney.com/a/202301092608469152.html,http://hk.eastmoney.com/a/202301092608469152.html,
近两个月北向资金净流入A股超千亿 集中增持大消费、金融！各大境外机构齐声唱多,http://finance.eastmoney.com/a/202301092608713391.html,2023-01-09 21:07:54 - ,2022年国内股市在跌宕起伏中度过，回顾去年的行情，2022年初至10月底，股市整体震荡走低，截至2022年10月底，MSCI中国指数、恒生指数、沪深300指数分别下跌42.3%、37.2%、29%；进入11月后，市场触底反弹，与此同时，前期持谨慎态度的境外资金大幅涌入市场。 据Choice数据统计,沪深300,http://finance.eastmoney.com/a/202301092608713391.html,http://finance.eastmoney.com/a/202301092608713391.html,
这些公司预计去年大赚超百亿 多位公募“顶流”已提前布局,http://finance.eastmoney.com/a/202301092608751922.html,2023-01-10 00:18:32 - ,一是盈利稳定资产估值修复，宏观经济复苏主线叠加央国企价值重估，红利资产占优。高端制造安全主线这一长期方向，建议逢低关注。 富国基金表示，当前沪深300指数估值和股权风险溢价均与2022年4月低点大致持平，市场仍在底部区域，机遇大于风险。总体上，短期“疫后复苏”行情有望强化，随着交投情绪回暖,沪深300,http://finance.eastmoney.com/a/202301092608751922.html,http://finance.eastmoney.com/a/202301092608751922.html,
开年机构玩高抛 52亿资金借ETF离场 医药更是被持续抛售！芯片却被大手笔抄底,http://finance.eastmoney.com/a/202301072607747757.html,2023-01-07 15:59:41 - ,本周主要股指以及相关ETF表现 本周主要股指集体上涨，科创50、创业板指、上证50、沪深300和中证500分别上涨了3.25%、3.21%、2.97%、2.82%和2.53%。 在跟踪主要指数方面，本周5只主要指数ETF份额均出现下降，科创50ETF、上证50ETF、沪深300ETF、创业板ETF和中证500ETF分别减少了6,沪深300,http://finance.eastmoney.com/a/202301072607747757.html,http://finance.eastmoney.com/a/202301072607747757.html,
每经操盘必知（下午版）丨三大股指齐收跌，预制菜等消费股逆势走强；北上资金净流出超33亿元；首批个人养老金理财产品名单发布：3家机构7只产品,http://finance.eastmoney.com/a/202302102633380267.html,2023-02-10 15:35:58 - ,报收11976.85点，成交额5511.26亿元；创业板指收盘下跌24.57点，跌幅为0.96%，报收2545.16点，成交额2173.92亿元；沪深300收盘下跌24.55点，跌幅为0.59%，报收4106.31点，成交额1953.48亿元。 个股跌多涨少，两市超2500只个股下跌，涨停个股数量创近期新低,沪深300,http://finance.eastmoney.com/a/202302102633380267.html,http://finance.eastmoney.com/a/202302102633380267.html,
近3000亿巨头冲击涨停！2个月暴涨超60% 全球再现抢金潮,http://finance.eastmoney.com/a/202301092608371057.html,2023-01-09 12:33:18 - ,今日早盘，A股继续高开高走，上证指数连续第6日上涨，上证50与沪深300指数则创近4个月来新高。 盘面上，证券、黄金、风电、虚拟电厂等板块涨幅居前，航空、造纸、船舶、房地产等板块小幅调整。北上资金净流入44.55亿元。 全球再现抢金潮 AH黄金股联袂走强。A股黄金板块放量高开高走,沪深300,http://finance.eastmoney.com/a/202301092608371057.html,http://finance.eastmoney.com/a/202301092608371057.html,
饲料新一轮降价开启！全球大豆丰产预期强烈 各方看好中国需求 “鸡周期”要来,http://finance.eastmoney.com/a/202301092608424929.html,2023-01-09 13:59:59 - ,而着眼于养殖消费市场细分行业的表现来看，鸡产业指数(884252)近一年悄然上涨22.58%。Wind生猪指数去年一年在剧烈的波动幅度下，涨幅仍然达到9.85%，而同期沪深300指数下滑21.27%。 “2023年是畜禽饲料大年。”广发证券研究员王乾预计，今年一季度末，生猪供给逐步进入上升通道，禽类存栏在高利润刺激下也有望逐步提升,沪深300,http://finance.eastmoney.com/a/202301092608424929.html,http://finance.eastmoney.com/a/202301092608424929.html,
广发基金王瑞冬：A股中长期投资机会较好 关注成长性行业机会,http://finance.eastmoney.com/a/202301312622754080.html,2023-01-31 20:00:09 - ,产品的供应周期通常能达五年以上，这种客户粘性带来了较高的ROE水平，行业内有部分公司具有较好的阿尔法。 银河证券统计显示，截至1月20日，沪深300指数在过去一年下跌12%，同期广发均衡价值实现6.23%的正收益，位列同类基金前3%分位；近三年收益达到77.97%，排名同类前10%分位,沪深300,http://finance.eastmoney.com/a/202301312622754080.html,http://finance.eastmoney.com/a/202301312622754080.html,
A股开门红 超九成基金回血 收益率第一竟是它！数字经济+光伏板块成大赢家,http://finance.eastmoney.com/a/202301082607858957.html,2023-01-08 18:36:31 - ,机构普遍认为，随着一系列积极政策效果逐步显现，市场修复有望持续。 新年伊始，A股市场取得开门红。上证指数、沪深300指数连续四个交易日均上涨，两者最新指数均站上120日线。与此同时，A股成交节后趋向活跃，本周日均成交额达到8135亿元，较上周增长1807亿元，环比增幅达到28,沪深300,http://finance.eastmoney.com/a/202301082607858957.html,http://finance.eastmoney.com/a/202301082607858957.html,
东方财富证券2022年金股组合收益率排名行业第一,http://finance.eastmoney.com/a/202301052606145293.html,2023-01-05 20:27:17 - ,2022年度券商金股排名TOP10 2022年，沪深300指数下跌21.63%，创业板指数下跌29.37%，东方财富证券金股组合绝对收益率比沪深300指数超出22.33个百分点。同期，代表公募基金主动型股票投资能力的指数——主动股基指数(930890.CSI)收益率基本持平沪深300指数。 东方财富证券研究所相关负责人表示,沪深300,http://finance.eastmoney.com/a/202301052606145293.html,http://finance.eastmoney.com/a/202301052606145293.html,
十大券商策略：A股迎来牛市第一波行情！增量资金抢跑入场 坚定看好成长风格,http://stock.eastmoney.com/a/202301092607886388.html,2023-01-09 00:05:14 - ,对于当前结构配置的投资逻辑，春季躁动的一般规律是“价值搭台、成长唱戏”。 对于后续价值和成长后续空间的判断，我们认为本质上分别对于人民币汇率升值空间(沪深300)和纳斯达克中国金龙指数上涨空间(科创、恒生科技)的对比，过程中我们维持偏向以消费(含地产链)为代表的价值和以安全(含信创、数字经济和国产替代)为代表的科技成长,沪深300,http://stock.eastmoney.com/a/202301092607886388.html,http://stock.eastmoney.com/a/202301092607886388.html,
外资投行建议“超配”中国资产 多只海外ETF强势“吸金”,http://finance.eastmoney.com/a/202301062606226843.html,2023-01-06 04:38:22 - ,瑞信2023年中国市场策略认为，A股估值仍具有吸引力，处于多年来的底部。瑞信预计恒生指数、沪深300指数较目前均存在20%以上的上涨空间。 瑞银证券也十分看好2023年A股表现。瑞银证券中国股票策略分析师孟磊认为，经济复苏等因素将推动沪深300指数成分股加权平均每股收益增速从2022年的4%跃升至2023年的15%,沪深300,http://finance.eastmoney.com/a/202301062606226843.html,http://finance.eastmoney.com/a/202301062606226843.html,
A股重磅！越跌越买 两天超130亿“神秘”资金大举抄底！中纪委罕见发声 事关股市！,http://finance.eastmoney.com/a/202204132341261680.html,2022-04-13 09:40:09 - ,全市场616只股票ETF产品中(统计股票ETF和跨境ETF)，本周前两个交易日净流入资金为133.66亿元，沪深300ETF、上证50ETF、中证500ETF等宽基指数产品，受到资金逆市净买入。 从资金流入方向看，宽基指数是资金逆市买入的重点。 数据显示，华泰柏瑞沪深300ETF本周两个交易日，基金份额增长8.64亿份，以区间成交价测算,沪深300,http://finance.eastmoney.com/a/202204132341261680.html,http://finance.eastmoney.com/a/202204132341261680.html,
【9日资金路线图】北向资金净流入超120亿 电子板块资金净流入居前,http://stock.eastmoney.com/a/202302092632461132.html,2023-02-09 21:25:31 - ,今日沪深两市主力资金开盘净流出32.77亿元，尾盘净流入17.99亿元，两市全天资金净流入22.35亿元。 2、 沪深300今日主力资金净流入53.17亿元 沪深300今日主力资金净流入53.17亿元，创业板净流入22.91亿元，科创板净流出9.38亿元。北向资金净流入121.01亿元,沪深300,http://stock.eastmoney.com/a/202302092632461132.html,http://stock.eastmoney.com/a/202302092632461132.html,
华安基金上报沪深300增强策略ETF,http://fund.eastmoney.com/a/202210242536493715.html,2022-10-24 13:09:56 - ,沪深300增强策略ETF，是指可以在二级市场交易的沪深300指数增强基金，综合了指数增强策略和ETF的优点。相比于普通场外指数增强基金，作为ETF，沪深300增强策略ETF具有费率低、交易灵活、资金使用效率高、持仓透明等优点。同时，相比于简单复制指数走势的普通ETF，沪深300增强策略ETF通过基金经理的主动管理,沪深300,http://fund.eastmoney.com/a/202210242536493715.html,http://fund.eastmoney.com/a/202210242536493715.html,沪深300
飙上热搜！特斯拉突然宣布：最狠猛降4.8万！光伏新能源大爆发 狂掀涨停潮！,http://finance.eastmoney.com/a/202301062606912121.html,2023-01-06 10:42:29 - ,经历了昨日大涨后，1月6日，A股市场开盘表现平缓：上证指数平开，深证成指微跌0.04%，沪深300微涨0.02%，创业板指跌0.28%。 盘面上，教育、造纸板块跌幅靠前，信创、数据确权等题材有所回调；受利好消息提振，地产股早盘上涨明显。 港股市场上，三大指数集体高开：恒生指数涨0,沪深300,http://finance.eastmoney.com/a/202301062606912121.html,http://finance.eastmoney.com/a/202301062606912121.html,
A股申万行业全线上涨 双热门赛道龙头获主力大举攻入 20cm强势涨停！这些股却被逆势砸盘,http://finance.eastmoney.com/a/202302092632384579.html,2023-02-09 19:07:21 - ,全日净买入超120亿元。证券时报·数据宝统计，沪深两市主力资金在连续净流出5日后，今日净流入22.35亿元，其中创业板净流入22.91亿元，沪深300成份股净流入53.17亿元。 申万一级行业中，31个行业全线上涨，其中电子、通信涨幅居前均超3%；国防军工、食品饮料、计算机、社会服务涨幅均超2%,沪深300,http://finance.eastmoney.com/a/202302092632384579.html,http://finance.eastmoney.com/a/202302092632384579.html,
一则突发消息 消费电子龙头大涨 近20亿大资金杀入 公司这样回应,http://stock.eastmoney.com/a/202301052606113063.html,2023-01-05 19:07:42 - ,上证指数涨1.01%，深证成指涨2.13%，创业板指涨2.76%。两市主力资金净流入126.24亿元，其中创业板净流入11.82亿元，沪深300成份股净流入135.94亿元。 申万一级行业中，涨幅居前的有食品饮料、电力设备和家用电器，仅银行行业下跌，跌幅为0.12%。 行业资金流向方面,沪深300,http://stock.eastmoney.com/a/202301052606113063.html,http://stock.eastmoney.com/a/202301052606113063.html,
四大期指9日收盘齐涨 中证1000期指涨逾2%,http://finance.eastmoney.com/a/202302092632211368.html,2023-02-09 15:58:52 - ,2月9日，四大期指集体走高。文华财经数据显示，截至15:00，沪深300期指主力合约IF2302报4133.8点，涨1.35%；上证50期指主力合约IH2302报2765.6点，涨1.13%；中证500期指主力合约IC2302报6363.0点，涨1.49%；中证1000期指主力合约IM2302报7020,沪深300,http://finance.eastmoney.com/a/202302092632211368.html,http://finance.eastmoney.com/a/202302092632211368.html,
资金流向日报：沪指涨1.18%，55.86亿资金净流入,http://stock.eastmoney.com/a/202302092632261380.html,2023-02-09 16:40:12 - ,创业板指上涨1.74%，沪深300指数上涨1.34%。可交易A股中，上涨的有4211只，占比83.02%，下跌的719只。 资金面上，今日主力资金全天净流入55.86亿元。其中，创业板主力资金净流入22.72亿元；科创板主力资金净流出9746.01万元；沪深300成份股主力资金净流入54,沪深300,http://stock.eastmoney.com/a/202302092632261380.html,http://stock.eastmoney.com/a/202302092632261380.html,
最高涨超50%！大批基金快速回血 “含港率”成胜负手？张坤超级大反攻,http://hk.eastmoney.com/a/202301062606990766.html,2023-01-06 13:34:43 - ,恒生指数在2022年10月31日探底14597点之后，截至2023年1月5日收盘，恒生指数已经站上了21052点，两个多月来已涨超6000点。 A股市场主流指数沪深300、上证指数等在去年11月以来也有差不多10%的涨幅。 受益于这一波反弹行情，不少知名基金经理旗下产品亏损有所收窄，尤其“公募一哥”张坤反弹明显,沪深300,http://hk.eastmoney.com/a/202301062606990766.html,http://hk.eastmoney.com/a/202301062606990766.html,
A股三大指数收盘均涨超1%，沪指涨1.18%，创业板指上涨1.74%，北上资金当日净流入121.01亿元,http://stock.eastmoney.com/a/202302092632226974.html,2023-02-09 15:05:05 - ,报收12048.27点，成交额5493.44亿元；创业板指收盘上涨43.85点，涨幅为1.74%，报收2569.73点，成交额2200.53亿元；沪深300收盘上涨54.72点，涨幅为1.34%，报收4130.86点，成交额2117.23亿元。北上资金当日净流入121.01亿元。 涨幅前五的行业分别是半导体5,沪深300,http://stock.eastmoney.com/a/202302092632226974.html,http://stock.eastmoney.com/a/202302092632226974.html,
喝酒行情又来了？白的、啤的、黄的、红的集体大涨！,http://stock.eastmoney.com/a/202301052605813855.html,2023-01-05 12:42:24 - ,今日早盘，A股继续高开走强，上证指数、沪深300等均实现4连涨，两市成交有所放大。 盘面上，酿酒、业绩预增、仓储物流、新零售等板块涨幅居前，鸡肉、预制菜、种业、旅游等板块跌幅居前。北上资金净流入111.7亿元。 复苏预期强烈酿酒股整体走强 酿酒板块早盘整体走强，白的、啤的、黄的、红的全线拉升,沪深300,http://stock.eastmoney.com/a/202301052605813855.html,http://stock.eastmoney.com/a/202301052605813855.html,
张坤超级大反攻！两月零3天 暴涨超40%！大批基金快速回血 有这个共同特点！,http://finance.eastmoney.com/a/202301062606834556.html,2023-01-06 09:32:03 - ,恒生指数在2022年10月31日探底14597点之后，截至2023年1月5日收盘，恒生指数已经站上了21052点，两个多月来已涨超6000点。 A股市场主流指数沪深300、上证指数等在去年11月以来也有差不多10%的涨幅。 受益于这一波反弹行情，不少知名基金经理旗下产品亏损有所收窄，尤其“公募一哥”张坤反弹明显,沪深300,http://finance.eastmoney.com/a/202301062606834556.html,http://finance.eastmoney.com/a/202301062606834556.html,
华安基金：华安沪深300增强策略ETF将于12月1日发售,http://stock.eastmoney.com/a/202211282572519080.html,2022-11-28 15:32:55 - ,华安基金11月28日发布公告称，华安沪深300增强策略ETF自12月1日至12月16日进行发售。公告显示，该基金采用指数增强策略，力争在控制跟踪误差的基础上获取超越标的指数的投资收益。该基金拟任许之彦和张序担任基金经理。 公告显示，许之彦，理学博士，19年证券、基金从业经验,沪深300,http://stock.eastmoney.com/a/202211282572519080.html,http://stock.eastmoney.com/a/202211282572519080.html,沪深300
百亿外资重回 A股放量普涨！爆火的ChatGPT概念怎么样了？,http://finance.eastmoney.com/a/202302092632468020.html,2023-02-09 21:33:09 - ,芯片、白酒领涨 2月9日，A股低开高走，沪指收涨1.18%报3270.38点，创业板指收涨1.74%报2569.73点，科创50大涨2.59%，沪深300、上证50、北证50均飘红。交易量能有所提升，沪深两市日成交额超过9000亿元。 个股板块呈现普涨态势，沪深两市共计4214只个股收涨,沪深300,http://finance.eastmoney.com/a/202302092632468020.html,http://finance.eastmoney.com/a/202302092632468020.html,
A股重磅！越跌越买 大跌日110亿资金大举抄底！央行罕见回应市场波动！,http://finance.eastmoney.com/a/202204262358363024.html,2022-04-26 09:58:08 - ,在周一的市场调整中，华泰柏瑞基金旗下的沪深300ETF成为份额单日增加最多的单只产品，当日获净申购8.98亿份。 以4月25日3.9元的均价估算，沪深300ETF单个交易日获得35.01亿元资金净流入，成为逆市买入资金最汹涌的股票ETF.周一，在沪深300指数下跌4.94%的背景下该ETF基金场内跌幅4,沪深300,http://finance.eastmoney.com/a/202204262358363024.html,http://finance.eastmoney.com/a/202204262358363024.html,
A股新年开门红：近4300只股票上涨 风电与软件板块大涨,http://finance.eastmoney.com/a/202301032603397660.html,2023-01-03 15:00:21 - ,但市场风格以上证50和沪深300为代表的大盘股相对占优。11月以来市场交易主线基本围绕二阶拐点展开，也就是防疫政策拐点、地产政策拐点、经济预期拐点。尽管上述三条交易主线对应的行业差异较大，比如疫情相关的消费，地产相关的金融地产，经济相关的基建等。但从大小风格来看，这些行业基本都属于上证50或沪深300为代表的大盘股风格,沪深300,http://finance.eastmoney.com/a/202301032603397660.html,http://finance.eastmoney.com/a/202301032603397660.html,
机构策略：A股探底回升 蓝筹成长联袂走强,http://stock.eastmoney.com/a/202302092632347670.html,2023-02-09 18:07:42 - ,后续还需进一步释放。创业板指也结束之前重心下移的格局，并在233日线附近获得支撑后反身向上，短期需留意的是13日的突破情况。另外，上证50、沪深300近期也有所企稳，关注后续能否继续向上。操作策略上，今日市场情绪明显升温，个股活跃度也显著回升，尤其是北上资金重新回流，这或将对后市走向发挥积极作用,沪深300,http://stock.eastmoney.com/a/202302092632347670.html,http://stock.eastmoney.com/a/202302092632347670.html,
2月9日上证指数早盘上涨0.62% 创业板指上涨0.78%,http://stock.eastmoney.com/a/202302092632194351.html,2023-02-09 11:32:16 - ,报收11955.63点，成交额3196.3亿元；创业板指上涨19.73点，涨幅为0.78%，报收2545.61点，成交额1270.09亿元；沪深300上涨30.45点，涨幅为0.75%，报收4106.59点，成交额1211.78亿元。 涨幅前五的行业分别是船舶制造4.65%、半导体2,沪深300,http://stock.eastmoney.com/a/202302092632194351.html,http://stock.eastmoney.com/a/202302092632194351.html,
春季行情可期？“免税茅”成1月金股人气王 这些板块受青睐！,http://finance.eastmoney.com/a/202301032603430463.html,2023-01-03 15:40:52 - ,目前市场处在高性价比区间，不应悲观，应加紧布局，近期春季行情可期。配置上，高股息央企、医药、地产、消费等领域机会备受看好。 四成券商金股组合2022年跑赢沪深300指数，中泰证券收益夺冠 券商每个月的“金股组合”一方面体现了各券商未来1个月的大势研判观点、风格判断结论，另一方面也是券商综合研究能力的体现,沪深300,http://finance.eastmoney.com/a/202301032603430463.html,http://finance.eastmoney.com/a/202301032603430463.html,
数据复盘｜主力加仓电子、计算机等行业 北向资金抢筹中国平安、贵州茅台等,http://stock.eastmoney.com/a/202302092632345864.html,2023-02-09 18:04:30 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流入22.35亿元。其中，创业板主力资金净流入22.91亿元，沪深300成分股主力资金净流入53.17亿元，科创板主力资金净流出9.38亿元。 从行业板块来看，申万所属的31个一级行业，今日有11个行业板块主力资金呈现净流入,沪深300,http://stock.eastmoney.com/a/202302092632345864.html,http://stock.eastmoney.com/a/202302092632345864.html,
你恐慌我贪婪！机构两周抄底157亿 券商、医疗被爆买！食品饮料份额飙升创新高,http://finance.eastmoney.com/a/202204232354825874.html,2022-04-23 13:51:16 - ,本周主要股指以及相关ETF表现 本周主要股指全线调整，创业板指、科创创业50、中证500、沪深300、上证50和科创50分别下跌了6.66%、6.52%、5.43%、4.19%、3.97%和3.21%。 在跟踪主要指数方面，本周6只主要指数ETF份额均出现增加，科创50ETF、沪深300ETF、创业板ETF、上证50ETF、双创50ETF和中证500ETF份额分别增加了8,沪深300,http://finance.eastmoney.com/a/202204232354825874.html,http://finance.eastmoney.com/a/202204232354825874.html,
指数携手上攻 北向资金净买入超百亿！,http://stock.eastmoney.com/a/202302092632181011.html,2023-02-09 15:23:10 - ,后续还需进一步释放。创业板指也结束之前重心下移的格局，并在233日线附近获得支撑后反身向上，短期需留意的是13日的突破情况。另外，上证50、沪深300近期也有所企稳，关注后续能否继续向上。 应对策略及关注方向 操作策略上，今日市场情绪明显升温，个股活跃度也显著回升，尤其是北上资金重新回流,沪深300,http://stock.eastmoney.com/a/202302092632181011.html,http://stock.eastmoney.com/a/202302092632181011.html,
最全1月金股来了 一轮“吃饭”行情可期？,http://finance.eastmoney.com/a/202301042604978485.html,2023-01-04 20:44:44 - ,除了常规医疗服务恢复及新冠患者外，总体医疗需求预计将大幅增长。预计国内门诊服务恢复弹性大于住院服务，耳鼻喉科恢复程度在各科室中最强。叠加12月医药指数表现不及沪深300，相对估值溢价率仍处于低位。 新冠病毒纳入“乙类乙管”，意味着疫情防控从预防感染转向医疗救治和保障健康、预防重症，疫情对日常生活和生产工作的影响逐步消退,沪深300,http://finance.eastmoney.com/a/202301042604978485.html,http://finance.eastmoney.com/a/202301042604978485.html,
